date,killed total,killed female,killed male,killed undefined,injured,displaced,damaged housing units,,
19-Nov-2023,13007,4619,5801,2587,,1650000,,,
20-Nov-2023,13307,4656,5862,2789,,1650000,,,
21-Nov-2023,14136,4706,5918,3512,,1650000,,,
22-Nov-2023,14539,4766,5973,3800,,1650000,,,
23-Nov-2023,14861,4823,6055,3983,,1650000,,,
24-Nov-2023,14930,4848,6099,3983,,1650000,,,
25-Nov-2023,14938,4849,6106,3983,,1650000,,,
26-Nov-2023,14980,4866,6131,3983,,1650000,,,
27-Nov-2023,15007,4872,6142,3993,,1650000,,,
28-Nov-2023,15015,4877,6145,3993,,1650000,,,
29-Nov-2023,15039,4888,6158,3993,,1650000,,,
30-Nov-2023,15042,4890,6159,3993,,1650000,,6210.00,
1-Dec-2023,15088,4902,6193,3993,,1650000,,,
2-Dec-2023,15218,4902,6196,4120,,1650000,,,
3-Dec-2023,15534,4902,6196,4436,,1650000,,,
4-Dec-2023,15910,4903,6199,4808,,1650000,,,
5-Dec-2023,16259,4903,6199,5157,,1650000,,,
6-Dec-2023,17188,4903,6199,6086,,1650000,,,
7-Dec-2023,17501,4903,6200,6398,,1650000,,,
8-Dec-2023,17711,4903,6201,6607,,1650000,,,
9-Dec-2023,18008,4904,6201,6903,,1650000,,,
10-Dec-2023,18216,4905,6202,7109,,1650000,,,
11-Dec-2023,18423,4906,6202,7315,,1650000,,,
12-Dec-2023,18619,4906,6202,7511,,1650000,,,
13-Dec-2023,18796,4907,6204,7685,,1650000,,,
14-Dec-2023,18797,4907,6205,7685,,1650000,,,
15-Dec-2023,18799,4907,6207,7685,,1650000,,,
16-Dec-2023,18801,4907,6209,7685,,1650000,,,
17-Dec-2023,18803,4909,6209,7685,,1650000,,,
18-Dec-2023,19461,4909,6210,8342,,1650000,,,
19-Dec-2023,19676,4909,6212,8555,,1650000,,,
20-Dec-2023,19676,4909,6212,8555,,1650000,,,
21-Dec-2023,20065,4909,6213,8943,,1650000,,,
22-Dec-2023,20265,4909,6214,9142,,1650000,,,
23-Dec-2023,20430,4909,6216,9305,,1900000,,,
24-Dec-2023,20682,4909,6218,9555,,1900000,,,
25-Dec-2023,20923,4909,6218,9796,,1900000,,,
26-Dec-2023,21118,4909,6218,9991,,1900000,,,
27-Dec-2023,21326,4909,6218,10199,,1900000,,,
28-Dec-2023,21515,4909,6220,10386,,1900000,,,
29-Dec-2023,21682,4909,6222,10551,,1900000,,,
30-Dec-2023,21830,4910,6222,10698,,1900000,,,
31-Dec-2023,21986,4910,6222,10854,,1900000,,6944.00,
1-Jan-2024,22193,4910,6222,11061,,1900000,,,
2-Jan-2024,22319,4910,6222,11187,,1900000,,,
3-Jan-2024,22444,4910,6222,11312,,1900000,,,
4-Jan-2024,22606,4910,6222,11474,,1900000,,,
5-Jan-2024,22728,4910,6223,11595,,1900000,,,
6-Jan-2024,22839,4910,6223,11706,,1900000,,,
7-Jan-2024,23090,4910,6226,11954,,1900000,,,
8-Jan-2024,23218,4910,6228,12080,,1900000,,,
9-Jan-2024,23364,4911,6228,12225,,1900000,,,
10-Jan-2024,23476,4911,6231,12334,,1900000,,,
11-Jan-2024,23716,4911,6232,12573,,1900000,,,
12-Jan-2024,23849,4911,6232,12706,,1900000,,,
13-Jan-2024,23974,4911,6232,12831,,1900000,,,
14-Jan-2024,24107,4911,6233,12963,,1900000,,,
15-Jan-2024,24292,4911,6233,13148,,1900000,,,
16-Jan-2024,24455,4911,6233,13311,,1900000,,,
17-Jan-2024,24625,4911,6233,13481,,1900000,,,
18-Jan-2024,24768,4911,6234,13623,,1900000,,,
19-Jan-2024,24932,4911,6234,13787,,1900000,,,
20-Jan-2024,25110,4911,6234,13965,,1900000,,,
21-Jan-2024,25300,4911,6234,14155,,1900000,,,
22-Jan-2024,25495,4911,6235,14349,,1900000,,,
23-Jan-2024,25705,4911,6235,14559,,1900000,,,
24-Jan-2024,25905,4911,6235,14759,,1900000,,,
25-Jan-2024,26088,4911,6235,14942,,1900000,,,
26-Jan-2024,26261,4911,6235,15115,,1900000,,,
27-Jan-2024,26425,4911,6236,15278,,1900000,,,
28-Jan-2024,26641,4911,6237,15493,,1900000,,,
29-Jan-2024,26756,4911,6238,15607,,1900000,,,
30-Jan-2024,26906,4911,6238,15757,,1900000,,,
31-Jan-2024,27025,4911,6238,15876,,1900000,,5039.00,
1-Feb-2024,27136,4911,6238,15987,,1900000,,,
2-Feb-2024,27243,4911,6238,16094,,1900000,,,
3-Feb-2024,27371,4911,6238,16222,,1900000,,,
4-Feb-2024,27484,4911,6238,16335,,1900000,,,
5-Feb-2024,27591,4911,6238,16442,,1900000,,,
6-Feb-2024,27592,4911,6239,16442,66452,2000000,69200,,
7-Feb-2024,27840,4911,6241,16688,66452,2000000,69200,,
8-Feb-2024,27840,4911,6241,16688,66452,2000000,69200,,
9-Feb-2024,27840,4911,6241,16688,66452,2000000,69200,,
10-Feb-2024,27841,4912,6241,16688,66452,2000000,69200,,
11-Feb-2024,27841,4912,6241,16688,66452,2000000,69200,,
12-Feb-2024,27841,4912,6241,16688,67317,2000000,69200,,
13-Feb-2024,27843,4912,6243,16688,67984,2000000,79200,,
14-Feb-2024,27843,4912,6243,16688,67984,2000000,79200,,
15-Feb-2024,28576,4912,6243,17421,67984,2000000,79200,,
16-Feb-2024,28576,4912,6243,17421,67984,2000000,79200,,
17-Feb-2024,28859,4914,6248,17697,67984,2000000,79200,,
18-Feb-2024,28859,4914,6248,17697,67984,2000000,79200,,
19-Feb-2024,28859,4914,6248,17697,67984,2000000,79200,,
20-Feb-2024,28859,4914,6248,17697,67984,2000000,79200,,
21-Feb-2024,29195,4914,6248,18033,69170,2000000,79200,,
22-Feb-2024,29410,,,,69465,2000000,79200,,
23-Feb-2024,29410,,,,69465,2000000,79200,,
24-Feb-2024,29606,4916,6268,18422,69465,2000000,79200,,
25-Feb-2024,29606,4916,6268,18422,69465,2000000,79200,,
26-Feb-2024,29607,4917,6268,18422,69465,2000000,79200,,
27-Feb-2024,29607,4917,6268,18422,69465,2000000,79200,,
28-Feb-2024,29954,,,,70325,2000000,79200,,
29-Feb-2024,29954,,,,70325,2000000,79200,2929.00,
1-Mar-2024,29954,,,,70325,2000000,79200,,
2-Mar-2024,30410,4917,6269,19224,70325,2000000,79200,,
3-Mar-2024,30410,4917,6269,19224,70325,2000000,79200,,
4-Mar-2024,30535,4917,6270,19348,70325,2000000,79200,,
5-Mar-2024,30536,4917,6271,19348,70325,2000000,79200,,
6-Mar-2024,30536,4917,6271,19348,70325,2000000,79200,,
7-Mar-2024,30717,,,,72156,2000000,79200,,
8-Mar-2024,30878,4917,6271,19690,72156,2000000,79200,,
9-Mar-2024,30878,4917,6271,19690,72156,2000000,79200,,
10-Mar-2024,30960,,,,72524,2000000,79200,,
11-Mar-2024,31112,4920,6284,19908,72524,2000000,79200,,
12-Mar-2024,31112,4920,6284,19908,72524,2000000,79200,,
13-Mar-2024,31112,4920,6284,19908,72524,2000000,79200,,
14-Mar-2024,31272,,,,73024,2000000,79200,,
15-Mar-2024,31341,,,,73134,2000000,79200,,
16-Mar-2024,31490,,,,73439,2000000,79200,,
17-Mar-2024,31553,,,,73546,2000000,79200,,
18-Mar-2024,31645,,,,73676,2000000,79200,,
19-Mar-2024,31726,,,,73792,2000000,79200,,
20-Mar-2024,31819,,,,73934,2000000,79200,,
21-Mar-2024,31923,,,,74096,2000000,79200,,
22-Mar-2024,31988,,,,74188,2000000,79200,,
23-Mar-2024,32142,,,,74412,2000000,79200,,
24-Mar-2024,32226,,,,74518,2000000,79200,,
25-Mar-2024,32333,,,,74694,2000000,79200,,
26-Mar-2024,32414,,,,74787,2000000,79200,,
27-Mar-2024,32490,,,,74889,2000000,79200,,
28-Mar-2024,32623,,,,75092,2000000,79200,,
29-Mar-2024,32623,,,,75092,2000000,79200,,
30-Mar-2024,32705,,,,75190,2000000,79200,,
31-Mar-2024,32782,,,,75298,2000000,79200,2828.00,
1-Apr-2024,32845,,,,75392,2000000,79200,,
2-Apr-2024,32916,,,,75494,2000000,79200,,
3-Apr-2024,32975,,,,75577,2000000,79200,,
4-Apr-2024,33037,,,,75668,2000000,79200,,
5-Apr-2024,33091,,,,75750,2000000,79200,,
6-Apr-2024,33137,,,,75851,2000000,79200,,
7-Apr-2024,33175,,,,75886,2000000,79200,,
8-Apr-2024,33207,,,,75933,2000000,79200,,
9-Apr-2024,33360,,,,75993,2000000,79200,,
10-Apr-2024,33482,,,,76049,2000000,79200,,
11-Apr-2024,33545,,,,76049,2000000,79200,,
12-Apr-2024,33634,,,,76214,2000000,79200,,
13-Apr-2024,33686,,,,76309,2000000,79200,,
15-Apr-2024,33797,,,,76465,2000000,79200,,
16-Apr-2024,33843,,,,76575,2000000,79200,,
17-Apr-2024,33899,,,,76664,2000000,79200,,
18-Apr-2024,33970,,,,76770,2000000,79200,,
19-Apr-2024,34012,,,,76833,2000000,79200,,
20-Apr-2024,34049,,,,76901,2000000,79200,,
21-Apr-2024,34097,,,,76980,2000000,79200,,
22-Apr-2024,34151,,,,77084,2000000,79200,,
23-Apr-2024,34183,,,,77143,2000000,86000,,
24-Apr-2024,34262,,,,77229,2000000,86000,,
25-Apr-2024,34305,,,,77293,2000000,86000,,
26-Apr-2024,34356,,,,77368,2000000,86000,,
27-Apr-2024,34388,,,,77437,2000000,86000,,
28-Apr-2024,34454,,,,77575,2000000,86000,,
29-Apr-2024,34488,,,,77643,2000000,86000,,
30-Apr-2024,34535,,,,77704,2000000,86000,1753.00,
1-May-2024,34568,,,,77765,2000000,86000,,
2-May-2024,34596,,,,77816,2000000,86000,,
3-May-2024,34596,,,,77816,2000000,86000,,
4-May-2024,34654,,,,77908,2000000,86000,,
5-May-2024,34683,,,,78018,2000000,86000,,
6-May-2024,34735,,,,78108,2000000,86000,,
7-May-2024,34789,,,,78204,2000000,86000,,
8-May-2024,34844,,,,78404,2000000,86000,,
9-May-2024,34844,,,,78404,2000000,86000,,
10-May-2024,34844,,,,78404,2000000,86000,,
11-May-2024,34971,,,,78641,2000000,86000,,
12-May-2024,35034,,,,78755,2000000,86000,,
13-May-2024,35091,,,,78827,2000000,86000,,
14-May-2024,35173,,,,79061,2000000,86000,,
15-May-2024,35233,,,,79141,2000000,86000,,
16-May-2024,35233,,,,79141,2000000,86000,,
17-May-2024,35233,,,,79141,2000000,86000,,
18-May-2024,35272,,,,79205,2000000,86000,,
19-May-2024,35456,,,,79476,2000000,86000,,
20-May-2024,35562,,,,79652,2000000,86000,,
21-May-2024,35647,,,,79852,2000000,86000,,
22-May-2024,35709,,,,79990,2000000,86000,,
23-May-2024,35800,,,,80200,2000000,86000,,
24-May-2024,35857,,,,80293,2000000,86000,,
25-May-2024,35903,,,,80420,2000000,86000,,
26-May-2024,35984,,,,80643,2000000,86000,,
27-May-2024,36050,,,,81026,2000000,86000,,
28-May-2024,36096,,,,81136,2000000,86000,,
29-May-2024,36171,,,,81420,2000000,86000,,
30-May-2024,36224,,,,81777,2000000,86000,,
31-May-2024,36284,,,,82057,2000000,86000,1749.00,
1-Jun-2024,36379,,,,82407,2000000,86000,,
2-Jun-2024,36439,,,,82627,2000000,86000,,
3-Jun-2024,36479,,,,82777,2000000,86000,,
4-Jun-2024,36550,,,,82959,2000000,86000,,
5-Jun-2024,36586,,,,83074,2000000,86000,,
6-Jun-2024,36654,,,,83309,2000000,86000,,
7-Jun-2024,36731,,,,83530,2000000,86000,,
8-Jun-2024,36801,,,,83680,2000000,86000,,
9-Jun-2024,37084,,,,84494,2000000,86000,,
10-Jun-2024,37124,,,,84712,2000000,86000,,
11-Jun-2024,37124,,,,84712,2000000,86000,,
12-Jun-2024,37202,,,,84932,2000000,86000,,
13-Jun-2024,37202,,,,84932,2000000,86000,,
14-Jun-2024,37202,,,,84932,2000000,86000,,
15-Jun-2024,37296,,,,85197,2000000,86000,,
16-Jun-2024,37337,,,,85299,2000000,86000,,
17-Jun-2024,37347,,,,85372,2000000,86000,,
18-Jun-2024,37372,,,,85452,2000000,86000,,
19-Jun-2024,37396,,,,85523,2000000,86000,,
20-Jun-2024,37431,,,,85653,2000000,86000,,
21-Jun-2024,37431,,,,85742,2000000,86000,,
22-Jun-2024,37551,,,,85911,2000000,86000,,
23-Jun-2024,37598,,,,86032,2000000,86000,,
24-Jun-2024,37598,,,,86032,2000000,86000,,
25-Jun-2024,37598,,,,86032,2000000,86000,,
26-Jun-2024,37718,,,,86377,2000000,86000,,
27-Jun-2024,37765,,,,86429,2000000,86000,,
28-Jun-2024,37794,,,,86634,2000000,86000,,
29-Jun-2024,37834,,,,86858,2000000,86000,,
30-Jun-2024,37877,,,,86969,2000000,86000,1593.00,
1-Jul-2024,37900,,,,87060,2000000,86000,,
2-Jul-2024,37925,,,,87141,2000000,86000,,
3-Jul-2024,37953,,,,87266,2000000,86000,,
4-Jul-2024,38011,,,,87445,2000000,86000,,
5-Jul-2024,38069,,,,87605,2000000,86000,,
6-Jul-2024,38098,,,,87705,2000000,86000,,
7-Jul-2024,38153,,,,87828,2000000,87000,,
8-Jul-2024,38193,,,,87903,2000000,87000,,
9-Jul-2024,38243,,,,88033,2000000,87000,,
10-Jul-2024,38295,,,,88241,2000000,87000,,
11-Jul-2024,38345,,,,88295,2000000,87000,,
12-Jul-2024,38382,,,,88352,2000000,87000,,
13-Jul-2024,38443,,,,88481,2000000,87000,,
14-Jul-2024,38584,,,,88881,2000000,87000,,
15-Jul-2024,38664,,,,89097,2000000,87000,,
16-Jul-2024,38713,,,,89166,2000000,87000,,
17-Jul-2024,38794,,,,89364,2000000,87000,,
18-Jul-2024,38848,,,,89459,2000000,87000,,
19-Jul-2024,38882,,,,89568,2000000,87000,,
20-Jul-2024,38919,,,,89622,2000000,87000,,
21-Jul-2024,38983,,,,89727,2000000,87000,,
22-Jul-2024,39000,,,,89818,2000000,87000,,
23-Jul-2024,39090,,,,90147,2000000,87000,,
24-Jul-2024,39145,,,,90257,2000000,87000,,
25-Jul-2024,39175,,,,90403,2000000,87000,,
26-Jul-2024,39175,,,,90403,2000000,87000,,
27-Jul-2024,39258,,,,90589,2000000,87000,,
28-Jul-2024,39324,,,,90830,2000000,87000,,
29-Jul-2024,39363,,,,90923,2000000,87000,,
30-Jul-2024,39400,,,,90996,2000000,87000,,
31-Jul-2024,39445,,,,91073,2000000,87000,1568.00,
1-Aug-2024,39480,,,,91128,2000000,87000,,
2-Aug-2024,39519,,,,91218,2000000,87000,,
3-Aug-2024,39550,,,,91280,2000000,87000,,
4-Aug-2024,39583,,,,91398,2000000,87000,,
5-Aug-2024,39623,,,,91469,2000000,87000,,
6-Aug-2024,39653,,,,91535,2000000,87000,,
7-Aug-2024,39677,,,,91645,2000000,87000,,
8-Aug-2024,39699,,,,91722,2000000,87000,,
9-Aug-2024,39750,,,,91862,2000000,87000,,
10-Aug-2024,39790,,,,92002,2000000,87000,,
11-Aug-2024,39790,,,,92002,2000000,87000,,
12-Aug-2024,39897,,,,92152,2000000,87000,,
13-Aug-2024,39897,,,,92152,2000000,87000,,
14-Aug-2024,39965,,,,92294,2000000,87000,,
15-Aug-2024,40005,,,,92401,2000000,87000,,
16-Aug-2024,40005,,,,92401,2000000,87000,,
17-Aug-2024,40074,,,,92537,2000000,87000,,
18-Aug-2024,40074,,,,92537,2000000,87000,,
19-Aug-2024,40139,,,,92743,2000000,87000,,
20-Aug-2024,40173,,,,92857,2000000,87000,,
21-Aug-2024,40223,,,,92981,2000000,87000,,
22-Aug-2024,40265,,,,93144,2000000,87000,,
23-Aug-2024,40265,,,,93144,2000000,87000,,
24-Aug-2024,40334,,,,93356,2000000,87000,,
25-Aug-2024,40334,,,,93356,2000000,87000,,
26-Aug-2024,40435,,,,93534,2000000,87000,,
27-Aug-2024,40476,,,,93647,2000000,87000,,
28-Aug-2024,40534,,,,93778,2000000,87000,,
29-Aug-2024,40602,,,,93855,2000000,87000,,
30-Aug-2024,40602,,,,93855,2000000,87000,,
31-Aug-2024,40691,,,,94060,2000000,87000,1246.00,
1-Sep-2024,40738,,,,94154,2000000,87000,,
2-Sep-2024,40738,,,,94154,2000000,87000,,
3-Sep-2024,40819,,,,94291,2000000,87000,,
4-Sep-2024,40861,,,,94398,2000000,87000,,
5-Sep-2024,40878,,,,94454,2000000,87000,,
6-Sep-2024,40878,,,,94454,2000000,87000,,
7-Sep-2024,40939,,,,94616,2000000,87000,,
8-Sep-2024,40972,,,,94761,2000000,87000,,
9-Sep-2024,40988,,,,94825,2000000,87000,,
10-Sep-2024,41020,,,,94925,2000000,87000,,
11-Sep-2024,41084,,,,95029,2000000,87000,,
